metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1658,0.000000,0.000000,0.000000,0.000000
ants_advance,1658,1296.134000,0.781745,0.000000,8.776000
mpi_pheromone_sync,1658,5789.185000,3.491668,0.000000,15.069000
evaporation,1658,259.267000,0.156373,0.000000,8.715000
mpi_evaporation_sync,1658,5403.602000,3.259109,0.000000,17.700000
update,1658,1680.781000,1.013740,0.000000,8.918000
advance_total,1658,14428.969000,8.702635,0.000000,28.963000
mpi_food_sync,1658,324.153000,0.195508,0.000000,7.497000
mpi_gather,1658,123.294000,0.074363,0.000000,5.914000
render,1658,0.000000,0.000000,0.000000,0.000000
blit,1658,0.000000,0.000000,0.000000,0.000000
iteration_total,1658,14882.224000,8.976010,0.000000,28.963000

meta_key,meta_value
total_iterations,1658
measured_iterations,1658
final_food_quantity,1
first_food_iteration,1648
