metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,5982.255315,6.956111,5.679904,12.652557
evaporation,860,192.697999,0.224067,0.174865,0.615499
update,860,3.476738,0.004043,0.003020,0.124250
advance_total,860,6178.430052,7.184221,5.868810,12.926405
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6178.555517,7.184367,5.868867,12.926520

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
