metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,2994.049350,3.481453,2.721395,6.999977
evaporation,860,45.531955,0.052944,0.038807,0.332526
update,860,7.162373,0.008328,0.006330,0.118604
advance_total,860,3046.743678,3.542725,2.776751,7.052692
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3046.879249,3.542883,2.776877,7.053343

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
