metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1238.937512,0.481702,0.346673,3.925316
evaporation,2572,214.395055,0.083357,0.039985,0.379435
update,2572,18.078195,0.007029,0.004651,0.068845
advance_total,2572,1471.410762,0.572088,0.396090,4.007966
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1471.728984,0.572212,0.396228,4.008066

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
