metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,7635.642881,8.878655,6.834927,16.272345
evaporation,860,113.935264,0.132483,0.097706,0.461578
update,860,4.634443,0.005389,0.004070,0.105821
advance_total,860,7754.212588,9.016526,6.963531,16.413288
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,7754.374032,9.016714,6.963733,16.413460

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
