iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,4.019538,0.167831,0.005207,4.192576,0.000000,0.000000,4.192757
2,0,0.000000,2.856766,0.103984,0.005185,2.965935,0.000000,0.000000,2.966051
3,0,0.000000,2.196330,0.107779,0.004601,2.308710,0.000000,0.000000,2.308920
4,0,0.000000,2.284976,0.107426,0.005052,2.397454,0.000000,0.000000,2.397558
5,0,0.000000,2.195672,0.106434,0.004426,2.306532,0.000000,0.000000,2.306834
6,0,0.000000,2.489184,0.110499,0.005359,2.605042,0.000000,0.000000,2.605238
7,0,0.000000,2.370185,0.128962,0.004858,2.504005,0.000000,0.000000,2.504166
8,0,0.000000,2.552295,0.811123,0.005853,3.369271,0.000000,0.000000,3.369361
9,0,0.000000,2.417011,0.125434,0.004565,2.547010,0.000000,0.000000,2.547182
10,0,0.000000,2.076534,0.126425,0.005049,2.208008,0.000000,0.000000,2.208103
11,0,0.000000,2.138079,0.101882,0.004496,2.244457,0.000000,0.000000,2.244595
12,0,0.000000,2.342015,0.102149,0.004944,2.449108,0.000000,0.000000,2.449223
13,0,0.000000,2.277657,0.113153,0.004346,2.395156,0.000000,0.000000,2.395331
14,0,0.000000,3.538956,0.112196,0.005684,3.656836,0.000000,0.000000,3.657140
15,0,0.000000,2.468060,0.102255,0.004757,2.575072,0.000000,0.000000,2.575300
16,0,0.000000,2.321481,0.108259,0.005343,2.435083,0.000000,0.000000,2.435226
17,0,0.000000,2.159219,0.103430,0.004292,2.266941,0.000000,0.000000,2.267119
18,0,0.000000,2.093511,0.104147,0.005020,2.202678,0.000000,0.000000,2.202818
19,0,0.000000,2.124973,0.109296,0.004308,2.238577,0.000000,0.000000,2.238702
20,0,0.000000,2.628109,0.157328,0.005584,2.791021,0.000000,0.000000,2.791114
21,0,0.000000,2.757889,0.106759,0.017741,2.882389,0.000000,0.000000,2.882583
22,0,0.000000,2.130892,0.102344,0.005097,2.238333,0.000000,0.000000,2.238439
23,0,0.000000,2.119851,0.108731,0.004441,2.233023,0.000000,0.000000,2.233160
24,0,0.000000,2.100159,0.101234,0.005083,2.206476,0.000000,0.000000,2.206580
25,0,0.000000,2.145484,0.132927,0.004577,2.282988,0.000000,0.000000,2.283094
26,0,0.000000,3.053380,0.197597,0.004447,3.255424,0.000000,0.000000,3.255611
27,0,0.000000,2.764163,0.211770,0.004341,2.980274,0.000000,0.000000,2.980364
28,0,0.000000,2.625896,0.180706,0.004894,2.811496,0.000000,0.000000,2.811666
29,0,0.000000,2.632792,0.168388,0.004637,2.805817,0.000000,0.000000,2.805907
30,0,0.000000,2.820811,0.214100,0.005201,3.040112,0.000000,0.000000,3.040200
31,0,0.000000,3.329412,0.173491,0.004141,3.507044,0.000000,0.000000,3.507308
32,0,0.000000,2.918360,0.192059,0.004552,3.114971,0.000000,0.000000,3.115142
33,0,0.000000,2.800351,0.169287,0.004332,2.973970,0.000000,0.000000,2.974079
34,0,0.000000,2.651672,0.223486,0.004949,2.880107,0.000000,0.000000,2.880214
35,0,0.000000,3.687755,0.241217,0.005648,3.934620,0.000000,0.000000,3.935052
36,0,0.000000,2.216196,0.151721,0.005270,2.373187,0.000000,0.000000,2.373304
37,0,0.000000,2.098274,0.120354,0.004680,2.223308,0.000000,0.000000,2.223421
38,0,0.000000,2.120715,0.109713,0.004933,2.235361,0.000000,0.000000,2.235468
39,0,0.000000,2.063201,0.119090,0.004516,2.186807,0.000000,0.000000,2.186929
40,0,0.000000,2.157728,0.102135,0.005044,2.264907,0.000000,0.000000,2.265028
41,0,0.000000,2.172686,0.176159,0.004074,2.352919,0.000000,0.000000,2.353015
42,0,0.000000,2.682391,0.186990,0.004939,2.874320,0.000000,0.000000,2.874408
43,0,0.000000,2.621783,0.181459,0.004101,2.807343,0.000000,0.000000,2.807426
44,0,0.000000,2.570223,0.188576,0.004720,2.763519,0.000000,0.000000,2.763626
45,0,0.000000,2.606225,0.176430,0.004522,2.787177,0.000000,0.000000,2.787304
46,0,0.000000,2.658561,0.175180,0.005276,2.839017,0.000000,0.000000,2.839127
47,0,0.000000,3.279716,0.170310,0.004228,3.454254,0.000000,0.000000,3.454663
48,0,0.000000,2.637650,0.190192,0.004663,2.832505,0.000000,0.000000,2.832572
49,0,0.000000,2.618899,0.172523,0.004679,2.796101,0.000000,0.000000,2.796216
50,0,0.000000,2.696229,0.185096,0.004977,2.886302,0.000000,0.000000,2.886410
51,0,0.000000,3.331868,0.203970,0.009284,3.545122,0.000000,0.000000,3.545369
52,0,0.000000,3.461923,0.121228,0.005120,3.588271,0.000000,0.000000,3.588594
53,0,0.000000,2.092490,0.127725,0.004274,2.224489,0.000000,0.000000,2.224649
54,0,0.000000,1.897885,0.107496,0.004637,2.010018,0.000000,0.000000,2.010095
55,0,0.000000,1.868271,0.113451,0.004188,1.985910,0.000000,0.000000,1.986131
56,0,0.000000,1.873982,0.108171,0.004550,1.986703,0.000000,0.000000,1.986794
57,0,0.000000,1.847980,0.109029,0.004242,1.961251,0.000000,0.000000,1.961421
58,0,0.000000,2.156952,0.104051,0.004815,2.265818,0.000000,0.000000,2.265995
59,0,0.000000,1.868921,0.109939,0.004562,1.983422,0.000000,0.000000,1.983612
