iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,18.740772,0.201929,0.008807,18.951508,0.000000,0.000000,18.951737
2,0,0.000000,20.478124,0.278212,0.006066,20.762402,0.000000,0.000000,20.762539
3,0,0.000000,13.865877,0.103470,0.007716,13.977063,0.000000,0.000000,13.977228
4,0,0.000000,15.322772,0.162204,0.006807,15.491783,0.000000,0.000000,15.492079
5,0,0.000000,15.312886,0.057213,0.007327,15.377426,0.000000,0.000000,15.377646
6,0,0.000000,17.552325,0.136660,0.006988,17.695973,0.000000,0.000000,17.696155
7,0,0.000000,16.521210,0.071712,0.007768,16.600690,0.000000,0.000000,16.600975
8,0,0.000000,14.581418,0.055654,0.007138,14.644210,0.000000,0.000000,14.644382
9,0,0.000000,16.036939,0.053121,0.007079,16.097139,0.000000,0.000000,16.097460
10,0,0.000000,15.231254,0.072827,0.006994,15.311075,0.000000,0.000000,15.311168
11,0,0.000000,15.562681,0.099636,0.006635,15.668952,0.000000,0.000000,15.669158
12,0,0.000000,14.044087,0.068754,0.006815,14.119656,0.000000,0.000000,14.119923
13,0,0.000000,14.344002,0.069899,0.006824,14.420725,0.000000,0.000000,14.420909
14,0,0.000000,14.390324,0.063509,0.007043,14.460876,0.000000,0.000000,14.461048
15,0,0.000000,14.972731,0.062367,0.006706,15.041804,0.000000,0.000000,15.042050
16,0,0.000000,15.204705,0.107500,0.006491,15.318696,0.000000,0.000000,15.318871
17,0,0.000000,14.471716,0.071179,0.006825,14.549720,0.000000,0.000000,14.549912
18,0,0.000000,13.025379,0.060036,0.010423,13.095838,0.000000,0.000000,13.096040
19,0,0.000000,15.480811,0.171635,0.006654,15.659100,0.000000,0.000000,15.659306
20,0,0.000000,17.837184,0.136746,0.006750,17.980680,0.000000,0.000000,17.980858
21,0,0.000000,14.404213,0.127987,0.007077,14.539277,0.000000,0.000000,14.539504
22,0,0.000000,13.873133,0.215735,0.099417,14.188285,0.000000,0.000000,14.188545
23,0,0.000000,14.680011,0.056999,0.007352,14.744362,0.000000,0.000000,14.744602
24,0,0.000000,15.446306,0.060414,0.006306,15.513026,0.000000,0.000000,15.513202
25,0,0.000000,15.528617,0.111136,0.008143,15.647896,0.000000,0.000000,15.648005
26,0,0.000000,15.953772,0.220081,0.006487,16.180340,0.000000,0.000000,16.180661
27,0,0.000000,16.080143,0.224379,0.006749,16.311271,0.000000,0.000000,16.311477
28,0,0.000000,18.672509,0.119015,0.007418,18.798942,0.000000,0.000000,18.799212
29,0,0.000000,14.386386,0.068052,0.006648,14.461086,0.000000,0.000000,14.461282
30,0,0.000000,14.002751,0.129029,0.007308,14.139088,0.000000,0.000000,14.139331
31,0,0.000000,13.914712,0.220751,0.006976,14.142439,0.000000,0.000000,14.142830
32,0,0.000000,14.091085,0.216178,0.007205,14.314468,0.000000,0.000000,14.314731
33,0,0.000000,14.197218,0.129480,0.006924,14.333622,0.000000,0.000000,14.334008
34,0,0.000000,13.235037,0.235036,0.009202,13.479275,0.000000,0.000000,13.479461
35,0,0.000000,15.006030,0.112504,0.007012,15.125546,0.000000,0.000000,15.125763
36,0,0.000000,15.783173,0.153330,0.006719,15.943222,0.000000,0.000000,15.943407
37,0,0.000000,13.990790,0.218324,0.006860,14.215974,0.000000,0.000000,14.216356
38,0,0.000000,16.343167,0.061997,0.007082,16.412246,0.000000,0.000000,16.412420
39,0,0.000000,13.449487,0.061392,0.008053,13.518932,0.000000,0.000000,13.519125
40,0,0.000000,15.753929,0.149083,0.006596,15.909608,0.000000,0.000000,15.909791
41,0,0.000000,15.225274,0.307751,0.006656,15.539681,0.000000,0.000000,15.539875
42,0,0.000000,14.312652,0.139637,0.006716,14.459005,0.000000,0.000000,14.459256
43,0,0.000000,14.610758,0.239424,0.006677,14.856859,0.000000,0.000000,14.857043
44,0,0.000000,16.624486,0.054587,0.006469,16.685542,0.000000,0.000000,16.685809
45,0,0.000000,14.163226,0.066713,0.007079,14.237018,0.000000,0.000000,14.237209
46,0,0.000000,13.338961,0.066134,0.007094,13.412189,0.000000,0.000000,13.412314
47,0,0.000000,13.168463,0.062883,0.007401,13.238747,0.000000,0.000000,13.238998
48,0,0.000000,13.333715,0.084895,0.006737,13.425347,0.000000,0.000000,13.425416
49,0,0.000000,16.330629,0.063189,0.006663,16.400481,0.000000,0.000000,16.400744
50,0,0.000000,16.234312,0.065692,0.007113,16.307117,0.000000,0.000000,16.307316
51,0,0.000000,15.572716,0.062732,0.006429,15.641877,0.000000,0.000000,15.642059
52,0,0.000000,14.783819,0.185529,0.006949,14.976297,0.000000,0.000000,14.976482
53,0,0.000000,16.982689,0.094126,0.013755,17.090570,0.000000,0.000000,17.090644
54,0,0.000000,15.478185,0.222042,0.006679,15.706906,0.000000,0.000000,15.707125
55,0,0.000000,14.578541,0.189989,0.006711,14.775241,0.000000,0.000000,14.775427
56,0,0.000000,16.965325,0.141056,0.007127,17.113508,0.000000,0.000000,17.113735
57,0,0.000000,14.907271,0.100960,0.007409,15.015640,0.000000,0.000000,15.015924
58,0,0.000000,15.368635,0.134647,0.007676,15.510958,0.000000,0.000000,15.511227
59,0,0.000000,13.347676,0.188824,0.007466,13.543966,0.000000,0.000000,13.544218
60,0,0.000000,16.093801,0.093620,0.006753,16.194174,0.000000,0.000000,16.194257
61,0,0.000000,14.588132,0.094487,0.008119,14.690738,0.000000,0.000000,14.690891
62,0,0.000000,16.026454,0.188573,0.006618,16.221645,0.000000,0.000000,16.221831
63,0,0.000000,17.126267,0.114822,0.006838,17.247927,0.000000,0.000000,17.248176
64,0,0.000000,13.929274,0.066299,0.034498,14.030071,0.000000,0.000000,14.030277
65,0,0.000000,14.598568,0.097551,0.006905,14.703024,0.000000,0.000000,14.703325
66,0,0.000000,15.328953,0.082835,0.008115,15.419903,0.000000,0.000000,15.420207
67,0,0.000000,14.346212,0.178568,0.006521,14.531301,0.000000,0.000000,14.531478
68,0,0.000000,13.647210,0.218847,0.006215,13.872272,0.000000,0.000000,13.872512
69,0,0.000000,15.144220,0.215087,0.006590,15.365897,0.000000,0.000000,15.366081
70,0,0.000000,15.057088,0.154417,0.006625,15.218130,0.000000,0.000000,15.218420
71,0,0.000000,15.966237,0.224384,0.007449,16.198070,0.000000,0.000000,16.198248
72,0,0.000000,15.560501,0.055253,0.006661,15.622415,0.000000,0.000000,15.622666
73,0,0.000000,16.253561,0.074016,0.006734,16.334311,0.000000,0.000000,16.334515
74,0,0.000000,14.584096,0.142325,0.006509,14.732930,0.000000,0.000000,14.733132
75,0,0.000000,16.452687,0.068759,0.006607,16.528053,0.000000,0.000000,16.528233
76,0,0.000000,15.840470,0.124702,0.031797,15.996969,0.000000,0.000000,15.997046
77,0,0.000000,12.395470,0.059544,0.007599,12.462613,0.000000,0.000000,12.462836
