metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,14857.213759,17.275830,14.117276,28.372543
evaporation,860,103.000808,0.119768,0.068057,0.857101
update,860,5.003121,0.005818,0.004451,0.051205
advance_total,860,14965.217688,17.401416,14.359467,28.647364
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,14965.577802,17.401835,14.359914,28.647645

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,9
first_food_iteration,850
