metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3018.382998,3.509748,2.627732,13.371968
evaporation,860,48.454231,0.056342,0.039704,1.094484
update,860,6.606653,0.007682,0.005669,0.060484
advance_total,860,3073.443882,3.573772,2.686171,13.509439
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3073.561791,3.573909,2.686341,13.509636

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
