metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3181.355972,3.699251,2.983986,7.276260
evaporation,860,67.511802,0.078502,0.035720,0.387028
update,860,6.205531,0.007216,0.005634,0.044742
advance_total,860,3255.073305,3.784969,3.061650,7.605683
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3255.198810,3.785115,3.061871,7.605945

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
