iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,3.866761,0.086291,0.008329,3.961381,0.000000,0.000000,3.961611
2,0,0.000000,1.985157,0.080737,0.006538,2.072432,0.000000,0.000000,2.072596
3,0,0.000000,1.928403,0.056251,0.007127,1.991781,0.000000,0.000000,1.991952
4,0,0.000000,1.981914,0.073182,0.007077,2.062173,0.000000,0.000000,2.062298
5,0,0.000000,1.912283,0.054001,0.006717,1.973001,0.000000,0.000000,1.973135
6,0,0.000000,1.967192,0.056131,0.007558,2.030881,0.000000,0.000000,2.030962
7,0,0.000000,2.062262,0.051520,0.007423,2.121205,0.000000,0.000000,2.121375
8,0,0.000000,2.116345,0.055618,0.007694,2.179657,0.000000,0.000000,2.179914
9,0,0.000000,2.052083,0.054433,0.007252,2.113768,0.000000,0.000000,2.113861
10,0,0.000000,2.056979,0.057082,0.006955,2.121016,0.000000,0.000000,2.121247
11,0,0.000000,2.075487,0.053343,0.007274,2.136104,0.000000,0.000000,2.136170
12,0,0.000000,2.085170,0.056236,0.006876,2.148282,0.000000,0.000000,2.148362
13,0,0.000000,2.175183,0.066097,0.007523,2.248803,0.000000,0.000000,2.249109
14,0,0.000000,2.716728,0.059239,0.007221,2.783188,0.000000,0.000000,2.783288
15,0,0.000000,2.546888,0.055161,0.007040,2.609089,0.000000,0.000000,2.609207
16,0,0.000000,2.526504,0.061281,0.007078,2.594863,0.000000,0.000000,2.594993
17,0,0.000000,2.428563,0.049611,0.008033,2.486207,0.000000,0.000000,2.486370
18,0,0.000000,1.990661,0.286637,0.006509,2.283807,0.000000,0.000000,2.284019
19,0,0.000000,1.895703,0.055108,0.007773,1.958584,0.000000,0.000000,1.958730
20,0,0.000000,1.847974,0.053518,0.007861,1.909353,0.000000,0.000000,1.909498
21,0,0.000000,1.659123,0.063469,0.007433,1.730025,0.000000,0.000000,1.730100
22,0,0.000000,1.910559,0.054293,0.007633,1.972485,0.000000,0.000000,1.972651
23,0,0.000000,1.652530,0.052320,0.007296,1.712146,0.000000,0.000000,1.712324
24,0,0.000000,1.684239,0.050424,0.007971,1.742634,0.000000,0.000000,1.742779
25,0,0.000000,1.668536,0.046962,0.007147,1.722645,0.000000,0.000000,1.722783
26,0,0.000000,1.711362,0.079326,0.006887,1.797575,0.000000,0.000000,1.797736
27,0,0.000000,1.722222,0.050590,0.008255,1.781067,0.000000,0.000000,1.781125
28,0,0.000000,1.746872,0.051384,0.007943,1.806199,0.000000,0.000000,1.806367
29,0,0.000000,1.742580,0.049400,0.007280,1.799260,0.000000,0.000000,1.799448
30,0,0.000000,1.712599,0.054209,0.007935,1.774743,0.000000,0.000000,1.775058
31,0,0.000000,1.763019,0.050441,0.007694,1.821154,0.000000,0.000000,1.821265
32,0,0.000000,1.764397,0.056160,0.007750,1.828307,0.000000,0.000000,1.828526
33,0,0.000000,1.823318,0.052075,0.007371,1.882764,0.000000,0.000000,1.882848
34,0,0.000000,1.766417,0.053641,0.008205,1.828263,0.000000,0.000000,1.828386
35,0,0.000000,1.837118,0.074686,0.007284,1.919088,0.000000,0.000000,1.919174
36,0,0.000000,2.069164,0.056827,0.007309,2.133300,0.000000,0.000000,2.133435
37,0,0.000000,2.077119,0.057484,0.007537,2.142140,0.000000,0.000000,2.142422
38,0,0.000000,2.064406,0.059743,0.008145,2.132294,0.000000,0.000000,2.132560
39,0,0.000000,2.019383,0.053114,0.007424,2.079921,0.000000,0.000000,2.080205
40,0,0.000000,1.968919,0.054855,0.007243,2.031017,0.000000,0.000000,2.031150
41,0,0.000000,1.906676,0.057234,0.008000,1.971910,0.000000,0.000000,1.972104
42,0,0.000000,2.056669,0.063097,0.007845,2.127611,0.000000,0.000000,2.127891
43,0,0.000000,2.655798,0.053274,0.007305,2.716377,0.000000,0.000000,2.716575
44,0,0.000000,2.327165,0.057216,0.007684,2.392065,0.000000,0.000000,2.392288
45,0,0.000000,2.415433,0.054630,0.007340,2.477403,0.000000,0.000000,2.477607
46,0,0.000000,2.405434,0.081245,0.006797,2.493476,0.000000,0.000000,2.493838
47,0,0.000000,2.359353,0.058711,0.006743,2.424807,0.000000,0.000000,2.424926
48,0,0.000000,2.444057,0.060696,0.008198,2.512951,0.000000,0.000000,2.513176
49,0,0.000000,2.139927,0.069708,0.008975,2.218610,0.000000,0.000000,2.218963
50,0,0.000000,1.942282,0.054230,0.008246,2.004758,0.000000,0.000000,2.004921
51,0,0.000000,1.865047,0.051024,0.008265,1.924336,0.000000,0.000000,1.924513
52,0,0.000000,1.809821,0.055018,0.008294,1.873133,0.000000,0.000000,1.873289
53,0,0.000000,1.926779,0.055872,0.008420,1.991071,0.000000,0.000000,1.991237
