iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,9.454817,0.098003,0.008648,9.561468,0.000000,0.000000,9.561869
2,0,0.000000,7.949840,0.045052,0.007393,8.002285,0.000000,0.000000,8.002405
3,0,0.000000,8.288999,0.107006,0.033706,8.429711,0.000000,0.000000,8.430225
4,0,0.000000,8.081884,0.196665,0.011360,8.289909,0.000000,0.000000,8.290026
5,0,0.000000,7.949728,0.052241,0.007118,8.009087,0.000000,0.000000,8.009271
6,0,0.000000,7.366018,0.067823,0.007464,7.441305,0.000000,0.000000,7.441548
7,0,0.000000,8.945649,0.065551,0.006986,9.018186,0.000000,0.000000,9.018380
8,0,0.000000,8.897330,0.058027,0.007829,8.963186,0.000000,0.000000,8.963420
9,0,0.000000,8.678043,0.050385,0.007171,8.735599,0.000000,0.000000,8.735881
10,0,0.000000,8.536555,0.068997,0.007539,8.613091,0.000000,0.000000,8.613279
11,0,0.000000,7.084572,0.054337,0.007536,7.146445,0.000000,0.000000,7.146653
12,0,0.000000,7.720052,0.057126,0.007385,7.784563,0.000000,0.000000,7.784733
13,0,0.000000,8.204894,0.061683,0.035226,8.301803,0.000000,0.000000,8.302025
14,0,0.000000,8.898124,0.065903,0.007745,8.971772,0.000000,0.000000,8.971976
15,0,0.000000,8.203559,0.053724,0.007280,8.264563,0.000000,0.000000,8.264703
16,0,0.000000,6.951975,0.054643,0.007322,7.013940,0.000000,0.000000,7.014023
17,0,0.000000,7.248437,0.050258,0.007297,7.305992,0.000000,0.000000,7.306258
18,0,0.000000,8.099776,0.057244,0.007605,8.164625,0.000000,0.000000,8.164784
19,0,0.000000,9.561120,0.059001,0.009544,9.629665,0.000000,0.000000,9.629908
20,0,0.000000,7.662775,0.061225,0.007031,7.731031,0.000000,0.000000,7.731222
21,0,0.000000,7.582599,0.054240,0.007422,7.644261,0.000000,0.000000,7.644430
22,0,0.000000,8.738035,0.059417,0.037133,8.834585,0.000000,0.000000,8.834818
23,0,0.000000,7.374625,0.052543,0.007810,7.434978,0.000000,0.000000,7.435156
24,0,0.000000,7.692854,0.077465,0.037836,7.808155,0.000000,0.000000,7.808451
25,0,0.000000,7.383715,0.053379,0.007503,7.444597,0.000000,0.000000,7.444729
26,0,0.000000,7.207407,0.056559,0.007464,7.271430,0.000000,0.000000,7.271523
27,0,0.000000,8.582212,0.055309,0.007529,8.645050,0.000000,0.000000,8.645332
28,0,0.000000,7.606559,0.056272,0.007055,7.669886,0.000000,0.000000,7.669986
29,0,0.000000,7.522398,0.059028,0.007296,7.588722,0.000000,0.000000,7.588841
30,0,0.000000,7.523745,0.130507,0.007944,7.662196,0.000000,0.000000,7.662304
31,0,0.000000,7.195598,0.045348,0.007019,7.247965,0.000000,0.000000,7.248112
32,0,0.000000,7.133380,0.054995,0.007223,7.195598,0.000000,0.000000,7.195856
33,0,0.000000,7.931105,0.079841,0.007359,8.018305,0.000000,0.000000,8.018408
34,0,0.000000,8.298612,0.052308,0.007604,8.358524,0.000000,0.000000,8.358624
35,0,0.000000,8.636577,0.056435,0.007493,8.700505,0.000000,0.000000,8.700716
36,0,0.000000,7.908520,0.047230,0.007260,7.963010,0.000000,0.000000,7.963140
