metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6372.439499,7.409813,5.782289,16.498587
evaporation,860,52.570227,0.061128,0.044072,0.366855
update,860,7.006884,0.008148,0.006056,0.061989
advance_total,860,6432.016610,7.479089,5.856532,16.651463
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6432.190571,7.479291,5.856715,16.651669

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
