metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6455.067154,7.505892,5.521948,19.358597
evaporation,860,54.889496,0.063825,0.040567,2.286816
update,860,7.367325,0.008567,0.005533,0.057687
advance_total,860,6517.323975,7.578284,5.577460,19.814554
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6517.505925,7.578495,5.577720,19.814629

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
