metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,2040.586007,1.932373,1.431245,3.650694
evaporation,1056,69.685606,0.065990,0.043441,0.968033
update,1056,7.740284,0.007330,0.005344,0.040019
advance_total,1056,2118.011897,2.005693,1.505638,3.980993
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,2118.205914,2.005877,1.505944,3.981280

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
