metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1695.225004,1.050325,0.853513,3.484307
evaporation,1614,217.965586,0.135047,0.099670,0.741942
update,1614,7.922378,0.004909,0.003279,0.025056
advance_total,1614,1921.112968,1.190281,0.965943,4.230858
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1921.418142,1.190470,0.966069,4.230954

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
