metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1561.031845,0.967182,0.773596,8.191359
evaporation,1614,126.701036,0.078501,0.044953,0.907272
update,1614,11.550804,0.007157,0.005272,0.050881
advance_total,1614,1699.283685,1.052840,0.834319,8.457805
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1699.588449,1.053029,0.834555,8.458002

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
