iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,5.305525,0.291273,0.003811,5.600609,0.000000,0.000000,5.600838
2,0,0.000000,4.001347,0.221669,0.003536,4.226552,0.000000,0.000000,4.226638
3,0,0.000000,3.341070,0.682357,0.004871,4.028298,0.000000,0.000000,4.028394
4,0,0.000000,3.593791,0.216564,0.003737,3.814092,0.000000,0.000000,3.814220
5,0,0.000000,3.333719,0.210884,0.003728,3.548331,0.000000,0.000000,3.548409
6,0,0.000000,3.240044,0.198300,0.003592,3.441936,0.000000,0.000000,3.442061
7,0,0.000000,3.557973,0.283950,0.005943,3.847866,0.000000,0.000000,3.848073
8,0,0.000000,4.916401,0.253103,0.003999,5.173503,0.000000,0.000000,5.173588
9,0,0.000000,3.940457,0.213773,0.003597,4.157827,0.000000,0.000000,4.157901
10,0,0.000000,3.380208,0.228098,0.003521,3.611827,0.000000,0.000000,3.611886
11,0,0.000000,3.708687,0.222301,0.003613,3.934601,0.000000,0.000000,3.934790
12,0,0.000000,3.329609,0.240731,0.003772,3.574112,0.000000,0.000000,3.574177
13,0,0.000000,3.191936,0.251683,0.003359,3.446978,0.000000,0.000000,3.447044
14,0,0.000000,3.123997,0.243223,0.003539,3.370759,0.000000,0.000000,3.370818
15,0,0.000000,3.161644,0.251170,0.003368,3.416182,0.000000,0.000000,3.416237
16,0,0.000000,3.208011,0.244720,0.003487,3.456218,0.000000,0.000000,3.456274
17,0,0.000000,3.170437,0.248564,0.003256,3.422257,0.000000,0.000000,3.422317
18,0,0.000000,2.987082,0.261728,0.003372,3.252182,0.000000,0.000000,3.252244
19,0,0.000000,2.989094,0.204023,0.003668,3.196785,0.000000,0.000000,3.196842
20,0,0.000000,3.116982,0.244947,0.003320,3.365249,0.000000,0.000000,3.365304
21,0,0.000000,3.225366,0.260083,0.003457,3.488906,0.000000,0.000000,3.488969
22,0,0.000000,3.050669,0.200993,0.003577,3.255239,0.000000,0.000000,3.255304
23,0,0.000000,3.045824,0.256019,0.003718,3.305561,0.000000,0.000000,3.305639
24,0,0.000000,3.705411,0.341497,0.003456,4.050364,0.000000,0.000000,4.050451
25,0,0.000000,3.651503,0.229935,0.003626,3.885064,0.000000,0.000000,3.885170
26,0,0.000000,3.206313,0.211749,0.003545,3.421607,0.000000,0.000000,3.421744
27,0,0.000000,3.265746,0.193891,0.003652,3.463289,0.000000,0.000000,3.463452
28,0,0.000000,4.271147,0.345219,0.004244,4.620610,0.000000,0.000000,4.620786
29,0,0.000000,4.391845,0.228840,0.003827,4.624512,0.000000,0.000000,4.624621
30,0,0.000000,3.273911,0.195548,0.003663,3.473122,0.000000,0.000000,3.473201
31,0,0.000000,3.684353,0.296421,0.003689,3.984463,0.000000,0.000000,3.984554
32,0,0.000000,3.988199,0.253894,0.003565,4.245658,0.000000,0.000000,4.245769
33,0,0.000000,3.549466,0.222742,0.003620,3.775828,0.000000,0.000000,3.775889
34,0,0.000000,3.525901,0.239790,0.003851,3.769542,0.000000,0.000000,3.769603
35,0,0.000000,4.030727,0.298632,0.003374,4.332733,0.000000,0.000000,4.332985
36,0,0.000000,3.286197,0.225961,0.003502,3.515660,0.000000,0.000000,3.515855
37,0,0.000000,3.572555,0.225097,0.003509,3.801161,0.000000,0.000000,3.801226
38,0,0.000000,3.246115,0.236329,0.003443,3.485887,0.000000,0.000000,3.485945
39,0,0.000000,3.391842,0.232578,0.003311,3.627731,0.000000,0.000000,3.627819
40,0,0.000000,3.100696,0.244606,0.003416,3.348718,0.000000,0.000000,3.348794
41,0,0.000000,3.067793,0.245468,0.003417,3.316678,0.000000,0.000000,3.316759
42,0,0.000000,3.046845,0.236839,0.003546,3.287230,0.000000,0.000000,3.287292
43,0,0.000000,3.104969,0.244551,0.003275,3.352795,0.000000,0.000000,3.352988
