metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1496.755565,0.581942,0.465023,1.447542
evaporation,2572,349.160657,0.135755,0.099423,0.377022
update,2572,11.886017,0.004621,0.003321,0.046732
advance_total,2572,1857.802239,0.722318,0.578969,1.768306
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1858.179626,0.722465,0.579052,1.768509

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
