metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,2060.532460,1.951262,1.633921,3.701617
evaporation,1056,114.210761,0.108154,0.065582,0.684566
update,1056,5.888831,0.005577,0.004254,0.028255
advance_total,1056,2180.632052,2.064992,1.724448,3.820565
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,2180.797895,2.065150,1.724624,3.820650

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
