metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3212.044410,3.734935,2.754866,5.623590
evaporation,860,47.116204,0.054786,0.038763,0.975242
update,860,7.346089,0.008542,0.005928,0.188206
advance_total,860,3266.506703,3.798264,2.809469,5.688331
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3266.641604,3.798420,2.809583,5.688446

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
