metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6728.902933,7.824306,5.744530,12.105198
evaporation,860,54.951737,0.063897,0.042074,1.133036
update,860,8.003280,0.009306,0.006243,0.136906
advance_total,860,6791.857950,7.897509,5.798894,12.227377
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6792.056295,7.897740,5.799024,12.227620

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
