metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1255.009288,0.487951,0.349201,3.021593
evaporation,2572,200.808112,0.078075,0.050145,0.894889
update,2572,20.039312,0.007791,0.005255,0.042232
advance_total,2572,1475.856712,0.573817,0.406856,3.099096
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1476.339637,0.574005,0.407011,3.099193

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
