metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,3129.854385,3.639366,2.696292,6.667778
evaporation,860,55.066423,0.064031,0.046259,0.312198
update,860,6.659503,0.007744,0.005790,0.078254
advance_total,860,3191.580311,3.711140,2.764239,6.738263
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,3191.760186,3.711349,2.764486,6.738526

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
