metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6160.929643,7.163872,5.317974,14.117208
evaporation,860,55.329035,0.064336,0.045224,0.618552
update,860,6.425354,0.007471,0.005490,0.110515
advance_total,860,6222.684032,7.235679,5.375204,14.304505
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6222.844499,7.235866,5.375451,14.304723

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
