metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1164.454702,0.452743,0.343780,1.729420
evaporation,2572,209.880108,0.081602,0.046319,3.109303
update,2572,17.950543,0.006979,0.004967,0.059478
advance_total,2572,1392.285353,0.541324,0.401938,4.847679
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1392.750958,0.541505,0.402100,4.847884

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
