metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,1821.681855,1.725078,1.363023,3.802218
evaporation,1056,55.920332,0.052955,0.037073,0.606414
update,1056,8.515204,0.008064,0.006228,0.040476
advance_total,1056,1886.117391,1.786096,1.413370,3.869322
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1886.309358,1.786278,1.413538,3.869568

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
