iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms
1,0,0.000000,13.378041,0.065528,0.047740,13.491309,0.000000,0.000000,13.491410
2,0,0.000000,8.688543,0.069523,0.008292,8.766358,0.000000,0.000000,8.766596
3,0,0.000000,8.341121,0.054044,0.008155,8.403320,0.000000,0.000000,8.403503
4,0,0.000000,8.124359,0.050526,0.007704,8.182589,0.000000,0.000000,8.182875
5,0,0.000000,10.917426,0.060808,0.044419,11.022653,0.000000,0.000000,11.022872
6,0,0.000000,10.219705,0.067088,0.007454,10.294247,0.000000,0.000000,10.294601
7,0,0.000000,8.646109,0.048239,0.007786,8.702134,0.000000,0.000000,8.702359
8,0,0.000000,8.132856,0.059059,0.007864,8.199779,0.000000,0.000000,8.200086
9,0,0.000000,8.381271,0.072216,0.007623,8.461110,0.000000,0.000000,8.461244
10,0,0.000000,11.702439,0.056531,0.007921,11.766891,0.000000,0.000000,11.767077
11,0,0.000000,8.535360,0.049322,0.007728,8.592410,0.000000,0.000000,8.592603
12,0,0.000000,6.962258,0.047163,0.007368,7.016789,0.000000,0.000000,7.017075
13,0,0.000000,6.886124,0.053656,0.007338,6.947118,0.000000,0.000000,6.947324
14,0,0.000000,6.637990,0.049994,0.007305,6.695289,0.000000,0.000000,6.695483
15,0,0.000000,6.733258,0.057726,0.007401,6.798385,0.000000,0.000000,6.798655
16,0,0.000000,6.683966,0.052018,0.007236,6.743220,0.000000,0.000000,6.743414
17,0,0.000000,6.751082,0.058988,0.007655,6.817725,0.000000,0.000000,6.817961
18,0,0.000000,7.918622,0.052239,0.007655,7.978516,0.000000,0.000000,7.978845
19,0,0.000000,8.727214,0.060128,0.007700,8.795042,0.000000,0.000000,8.795252
20,0,0.000000,10.007117,0.062757,0.007896,10.077770,0.000000,0.000000,10.077977
21,0,0.000000,10.842560,0.064422,0.045687,10.952669,0.000000,0.000000,10.952856
22,0,0.000000,8.901713,0.087239,0.007082,8.996034,0.000000,0.000000,8.996253
23,0,0.000000,10.845865,0.056147,0.011025,10.913037,0.000000,0.000000,10.913241
24,0,0.000000,10.335831,0.069999,0.007814,10.413644,0.000000,0.000000,10.413911
25,0,0.000000,9.240815,0.131751,0.010324,9.382890,0.000000,0.000000,9.383102
26,0,0.000000,9.127356,0.060805,0.041826,9.229987,0.000000,0.000000,9.230210
27,0,0.000000,9.116326,0.086765,0.008513,9.211604,0.000000,0.000000,9.211845
28,0,0.000000,19.358597,0.447514,0.008443,19.814554,0.000000,0.000000,19.814629
29,0,0.000000,8.998841,0.075488,0.008039,9.082368,0.000000,0.000000,9.082553
30,0,0.000000,8.412946,0.055772,0.008701,8.477419,0.000000,0.000000,8.477710
31,0,0.000000,11.007231,0.058030,0.008072,11.073333,0.000000,0.000000,11.073604
32,0,0.000000,8.086171,0.055132,0.008066,8.149369,0.000000,0.000000,8.149590
33,0,0.000000,10.190976,0.056142,0.042885,10.290003,0.000000,0.000000,10.290198
34,0,0.000000,8.579998,0.048856,0.007938,8.636792,0.000000,0.000000,8.637015
35,0,0.000000,7.402080,0.050636,0.007462,7.460178,0.000000,0.000000,7.460298
36,0,0.000000,9.157442,0.057946,0.041153,9.256541,0.000000,0.000000,9.256741
37,0,0.000000,10.199629,0.054078,0.043248,10.296955,0.000000,0.000000,10.297165
38,0,0.000000,8.194225,0.051017,0.007500,8.252742,0.000000,0.000000,8.252893
39,0,0.000000,8.164885,0.047496,0.007953,8.220334,0.000000,0.000000,8.220540
