metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,2257.844388,2.138110,1.592405,4.757039
evaporation,1056,100.928684,0.095576,0.045236,1.485407
update,1056,7.637389,0.007232,0.005135,0.068981
advance_total,1056,2366.410461,2.240919,1.692130,4.866324
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,2366.594076,2.241093,1.692271,4.866603

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
