metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,1892.164004,1.791822,1.447145,3.930337
evaporation,1056,62.438321,0.059127,0.041851,0.720797
update,1056,8.814054,0.008347,0.006392,0.181498
advance_total,1056,1963.416379,1.859296,1.498884,4.050383
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1963.563606,1.859435,1.498949,4.050632

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
