metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,2041.718122,1.933445,1.478807,5.812114
evaporation,1056,83.272609,0.078857,0.038946,0.423692
update,1056,7.634765,0.007230,0.005581,0.042612
advance_total,1056,2132.625496,2.019532,1.539333,6.242376
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,2132.749503,2.019649,1.539387,6.242456

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
