metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,1871.004691,1.771785,1.372781,3.827809
evaporation,1056,56.842662,0.053828,0.039091,0.769702
update,1056,8.820431,0.008353,0.005913,0.049782
advance_total,1056,1936.667784,1.833966,1.446311,3.885833
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1936.866961,1.834154,1.446521,3.886119

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
