metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1222.005273,0.475119,0.354007,2.295010
evaporation,2572,190.947094,0.074241,0.041440,1.245840
update,2572,20.485707,0.007965,0.005598,0.069379
advance_total,2572,1433.438074,0.557324,0.427325,2.427677
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1433.808361,0.557468,0.427572,2.427928

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
