metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1521.053802,0.942413,0.723137,3.452456
evaporation,1614,109.005311,0.067537,0.047719,0.449543
update,1614,11.739282,0.007273,0.005799,0.030459
advance_total,1614,1641.798395,1.017223,0.779453,3.512611
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1642.004136,1.017351,0.779524,3.512687

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
