metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1414.376064,0.876317,0.724766,2.128852
evaporation,1614,92.868087,0.057539,0.039844,0.847951
update,1614,13.147726,0.008146,0.006130,0.117604
advance_total,1614,1520.391877,0.942002,0.783096,2.195675
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1520.704685,0.942196,0.783322,2.195929

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
