metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1266.678203,0.492488,0.386501,1.668269
evaporation,2572,207.580596,0.080708,0.047889,1.038850
update,2572,18.652417,0.007252,0.005195,0.067853
advance_total,2572,1492.911216,0.580448,0.459898,1.750196
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1493.209543,0.580564,0.460133,1.750302

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
