metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,6776.731782,7.879921,6.564919,12.157314
evaporation,860,89.448465,0.104010,0.063604,1.177971
update,860,4.987639,0.005800,0.004143,0.066627
advance_total,860,6871.167886,7.989730,6.678151,12.296038
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,6871.310399,7.989896,6.678215,12.296243

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,5
first_food_iteration,850
