metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2572,0.000000,0.000000,0.000000,0.000000
ants_advance,2572,1283.208020,0.498914,0.355727,3.915046
evaporation,2572,217.777337,0.084672,0.051195,0.712204
update,2572,17.941869,0.006976,0.004967,0.078631
advance_total,2572,1518.927226,0.590563,0.423253,3.991055
render,2572,0.000000,0.000000,0.000000,0.000000
blit,2572,0.000000,0.000000,0.000000,0.000000
iteration_total,2572,1519.262352,0.590693,0.423362,3.991178

meta_key,meta_value
total_iterations,2572
measured_iterations,2572
final_food_quantity,1
first_food_iteration,2562
