metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,1647.679626,1.020867,0.842342,2.924690
evaporation,1614,172.410586,0.106822,0.071147,0.320521
update,1614,9.303758,0.005764,0.004228,0.030353
advance_total,1614,1829.393970,1.133454,0.926340,3.102495
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1829.691016,1.133638,0.926539,3.102876

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
