metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.105401,0.019700,0.007383,1.216522
ants_advance,716,2439.139825,3.406620,2.640751,4.415413
evaporation,716,33.428324,0.046688,0.028684,0.246117
update,716,1.227203,0.001714,0.000634,0.091759
advance_total,716,2465.579474,3.443547,2.672943,4.452976
render,716,28950.801718,40.434081,9.172284,128.953127
blit,716,5945.257417,8.303432,0.329780,16.877635
iteration_total,716,42683.876376,59.614352,29.333559,155.084037
mpi_halo_exchange,716,140.285442,0.195929,0.117664,1.293299
mpi_migration,716,1723.193561,2.406695,1.266344,3.492595
mpi_food_allreduce,716,1.683448,0.002351,0.001276,0.029124
mpi_render_comm,716,5066.765227,7.076488,4.116714,11.944949
mpi_total_comm,716,5907.020206,8.250028,4.678559,13.047050

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
