metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,849,17.456358,0.020561,0.007005,1.322646
ants_advance,849,1299.524264,1.530653,1.018418,3.416087
evaporation,849,47.539886,0.055995,0.027751,0.263488
update,849,1.072554,0.001263,0.000527,0.012955
advance_total,849,1340.877512,1.579361,1.055869,3.489873
render,849,17615.887378,20.748984,4.246370,77.437446
blit,849,8601.038072,10.130787,0.541384,16.844400
iteration_total,849,33290.337153,39.211233,16.665440,93.423638
mpi_halo_exchange,849,176.402540,0.207777,0.137258,2.201010
mpi_migration,849,910.583610,1.072537,0.278020,7.496792
mpi_food_allreduce,849,2.179831,0.002568,0.001064,0.047681
mpi_render_comm,849,5486.245770,6.462009,4.289580,11.175834
mpi_total_comm,849,6167.473846,7.264398,4.832269,16.397862

meta_key,meta_value
total_iterations,849
measured_iterations,849
final_food_quantity,1
first_food_iteration,839
