iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,0.000000,0.837161,0.087473,0.003333,0.924923,0.000000,0.000000,1.026237,0.019761,0.210044,0.005117,0.000000,0.233748
2,0,0.000000,0.339266,0.103849,0.294663,0.666693,0.000000,0.000000,0.815285,0.015799,0.118313,0.006044,0.000000,0.137275
3,0,0.000000,0.272545,0.054712,0.002376,0.323097,0.000000,0.000000,0.870069,0.507331,0.537710,0.013743,0.000000,0.595470
4,0,0.000000,0.312243,0.043096,0.002712,0.355138,0.000000,0.000000,0.400793,0.011814,0.136098,0.002732,0.000000,0.146244
5,0,0.000000,0.243725,0.040649,0.002551,0.284868,0.000000,0.000000,0.316457,0.013016,0.044930,0.002794,0.000000,0.056278
6,0,0.000000,0.602023,0.038553,0.003575,0.641532,0.000000,0.000000,0.858330,0.011710,0.593152,0.003526,0.000000,0.604874
7,0,0.000000,0.257089,0.047712,0.002329,0.297361,0.000000,0.000000,0.347899,0.015187,0.060006,0.005074,0.000000,0.076488
8,0,0.000000,0.299367,0.038562,0.002569,0.338410,0.000000,0.000000,0.371419,0.012302,0.097372,0.000779,0.000000,0.110143
9,0,0.000000,0.295814,0.040714,0.002479,0.334460,0.000000,0.000000,0.379436,0.011954,0.113967,0.000750,0.000000,0.126440
10,0,0.000000,0.885620,0.038804,0.002735,0.926733,0.000000,0.000000,0.966732,0.012691,0.657722,0.002239,0.000000,0.669221
11,0,0.000000,0.247879,0.036764,0.002495,0.286946,0.000000,0.000000,0.323220,0.014433,0.034227,0.000820,0.000000,0.048150
12,0,0.000000,0.248296,0.041158,0.002410,0.289269,0.000000,0.000000,0.318954,0.012137,0.064908,0.001606,0.000000,0.077498
13,0,0.000000,0.297589,0.042996,0.002350,0.342935,0.000000,0.000000,0.384315,0.011320,0.111502,0.001658,0.000000,0.124480
14,0,0.000000,0.245986,0.045711,0.002430,0.287063,0.000000,0.000000,0.324405,0.011810,0.063948,0.007757,0.000000,0.080521
15,0,0.000000,1.543866,0.914096,0.003099,2.459613,0.000000,0.000000,2.507494,0.011329,1.347495,0.002401,0.000000,1.361225
