metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,15.215770,0.021251,0.006845,0.992791
ants_advance,716,1983.177190,2.769801,1.784556,7.076067
evaporation,716,41.328353,0.057721,0.029204,0.235310
update,716,1.623110,0.002267,0.000535,0.546102
advance_total,716,2019.793897,2.820941,1.814520,7.187837
render,716,21653.418127,30.242204,5.726793,99.283170
blit,716,6708.509103,9.369426,0.520229,16.750394
iteration_total,716,35281.944177,49.276458,16.801098,123.683612
mpi_halo_exchange,716,163.393552,0.228203,0.137585,3.628766
mpi_migration,716,1375.152025,1.920603,0.876020,6.048509
mpi_food_allreduce,716,1.758505,0.002456,0.001278,0.026674
mpi_render_comm,716,4645.362511,6.487936,4.339940,17.297097
mpi_total_comm,716,5541.512557,7.739543,4.947862,17.638546

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
