metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,2334.511487,2.714548,1.729700,11.178503
evaporation,860,67.169914,0.078105,0.036084,0.520239
update,860,2.886909,0.003357,0.001747,0.043672
advance_total,860,2397.381872,2.787653,1.772907,11.223715
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,2485.751964,2.890409,1.856396,11.382362
mpi_halo_exchange,860,19.337465,0.022485,0.011114,0.436012
mpi_migration,860,847.828562,0.985847,0.029081,8.690072
mpi_food_allreduce,860,15.431250,0.017943,0.000853,0.483202
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,876.641545,1.019351,0.058945,8.721884

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
