metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,1230.527200,1.165272,0.743020,4.616812
evaporation,1056,69.109337,0.065444,0.042103,0.189243
update,1056,3.364267,0.003186,0.001992,0.063842
advance_total,1056,1297.448878,1.228645,0.793068,4.715616
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,1364.495895,1.292136,0.838399,4.822306
mpi_halo_exchange,1056,18.563192,0.017579,0.009228,0.065972
mpi_migration,1056,570.894836,0.540620,0.065525,3.963489
mpi_food_allreduce,1056,26.885213,0.025459,0.001311,0.187523
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,605.850524,0.573722,0.091188,3.989719

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
