iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,0.387365,1.175480,0.049484,0.001584,1.223710,28.082372,15.991741,51.819651,0.453355,0.907965,0.002414,5.849312,6.824626
2,0,0.045590,1.378360,0.038487,0.000731,1.410529,8.330971,12.985519,30.994495,0.231356,1.274112,0.002329,7.484367,8.885856
3,0,0.023618,1.221695,0.045032,0.001279,1.254223,5.752114,15.381811,31.170264,0.204678,0.812709,0.002458,8.468493,8.774542
4,0,0.023445,1.019176,0.041624,0.001277,1.050276,5.966312,15.201348,31.470986,0.193272,0.719164,0.002505,8.992992,9.324992
5,0,0.024451,1.280783,0.037976,0.001081,1.316780,6.302705,14.785911,30.695200,0.168975,0.914038,0.002144,8.034830,8.230340
6,0,0.028096,1.265943,0.039728,0.001194,1.298457,7.796489,15.756067,31.371751,0.196932,0.914877,0.002199,6.213672,7.006632
7,0,0.023640,1.075785,0.041991,0.001256,1.112279,5.788781,15.771283,31.093754,0.213374,0.879845,0.002174,8.079145,8.539107
8,0,0.018102,1.124381,0.046075,0.001119,1.161913,6.441775,14.192299,30.838033,0.203676,0.818906,0.002331,8.632777,9.609285
9,0,0.021529,1.282069,0.046449,0.003018,1.322615,6.033240,13.809527,31.385024,0.221683,0.905438,0.002539,9.852807,10.150312
10,0,0.018021,1.216995,0.056301,0.001511,1.255845,8.985388,15.849952,31.488605,0.141599,0.841370,0.002623,5.149853,6.087633
11,0,0.023893,1.053650,0.033448,0.000935,1.084596,7.094512,12.739950,31.032059,0.142820,0.770608,0.002936,9.864064,10.180712
12,0,0.055096,1.208742,0.048885,0.002495,1.240664,5.855710,14.712171,30.860944,0.198048,0.904645,0.017192,8.791492,9.186871
13,0,0.032820,1.414468,0.064498,0.000922,1.479888,7.351298,15.401375,30.988393,0.206067,1.217457,0.003592,6.427087,7.227345
14,0,0.021190,1.199428,0.059885,0.001096,1.241115,8.948834,15.885711,31.071711,0.202993,0.897045,0.001815,4.784962,5.753845
15,0,0.024721,1.144222,0.042174,0.001230,1.178812,7.963791,15.843190,31.021684,0.186258,0.823332,0.002412,5.753886,6.579202
16,0,0.021534,1.230046,0.062750,0.001904,1.277588,5.095350,16.189794,30.932502,0.193228,0.967153,0.002187,7.950612,8.958262
17,0,0.024401,1.251030,0.045625,0.001444,1.291981,8.089699,10.754433,30.729619,0.184630,0.935450,0.002889,10.313920,10.657059
18,0,0.061119,1.176986,0.051825,0.001220,1.212480,6.610121,12.747785,30.748297,0.206439,0.967085,0.002372,9.845856,10.133338
19,0,0.025839,1.154801,0.046919,0.001310,1.193676,7.341367,14.020230,31.228953,0.174669,0.785382,0.002536,8.392009,8.764676
20,0,0.024373,1.213817,0.046141,0.001371,1.246453,7.079208,14.080414,31.068836,0.165416,0.999113,0.002317,8.397700,8.713967
21,0,0.025003,1.237526,0.052801,0.001573,1.287499,6.760890,14.728359,31.327713,0.193186,0.844853,0.002222,8.256334,8.479347
22,0,0.020037,1.213016,0.051336,0.001099,1.251549,8.381028,15.613774,30.523424,0.205334,0.922187,0.002125,4.960417,5.753648
23,0,0.019981,1.183912,0.045993,0.001436,1.231031,9.048899,15.463961,31.469078,0.172808,0.974328,0.002382,5.226084,6.329289
24,0,0.023610,1.263006,0.055611,0.001872,1.315671,7.217439,14.777013,31.272148,0.206693,0.875979,0.002139,7.642863,8.365647
25,0,0.093211,1.150245,0.036484,0.000912,1.187561,8.288033,16.760263,31.548526,0.148424,0.889216,0.002746,5.074631,5.568891
26,0,0.025831,1.315525,0.058723,0.001448,1.353723,5.187247,16.695281,30.938127,0.174512,0.977964,0.002408,7.415791,7.720634
27,0,0.030289,1.174282,0.041556,0.001111,1.212229,7.482109,15.673382,30.578858,0.180727,0.955192,0.002636,5.906349,6.591370
28,0,0.022296,1.199523,0.036603,0.001124,1.235069,6.503525,15.012044,31.959198,0.139990,0.994110,0.002157,8.928714,9.418407
29,0,0.018391,1.183169,0.042053,0.001503,1.222079,8.021827,13.706798,31.472499,0.178624,0.935880,0.002428,8.268349,9.334677
30,0,0.024782,1.042994,0.046735,0.003073,1.085460,6.595301,13.645501,30.989349,0.184011,0.742940,0.002046,9.355876,9.699879
31,0,0.021106,1.262941,0.081364,0.001455,1.316117,7.032620,14.049206,31.511169,0.169822,0.933506,0.001992,8.906581,9.079435
32,0,0.023532,1.152497,0.057981,0.002584,1.211301,9.137168,9.993282,30.373518,0.178354,0.881903,0.002340,9.807977,10.026208
33,0,0.019563,1.252634,0.055420,0.001177,1.287528,7.438088,16.628701,31.851808,0.175978,0.982385,0.002244,6.247921,7.067321
34,0,0.023930,1.018810,0.045098,0.001248,1.057645,8.025021,11.698035,31.022177,0.164097,0.813733,0.002333,9.910445,10.152309
35,0,0.022347,1.356224,0.043369,0.001124,1.397270,7.401697,12.234013,30.608376,0.155148,1.095406,0.002572,9.279660,9.672622
36,0,0.024631,1.323023,0.066280,0.001252,1.364239,6.742663,13.940581,31.339318,0.169818,1.029941,0.002145,8.982549,9.258608
37,0,0.021484,0.923334,0.054508,0.001162,0.972692,7.350978,15.668915,31.449906,0.159135,0.672025,0.001980,7.202367,7.431985
38,0,0.020008,1.185562,0.051654,0.001736,1.235693,8.140887,11.652405,30.767984,0.170118,0.852199,0.002228,9.507073,9.834780
39,0,0.020818,1.178635,0.042744,0.001203,1.221904,5.909066,15.580887,30.650140,0.162831,1.008957,0.002219,7.603197,7.918591
40,0,0.025134,1.103577,0.063528,0.001302,1.140039,7.273129,13.265063,31.753693,0.256073,0.856115,0.001930,9.559168,10.015863
41,0,0.018764,1.152326,0.040497,0.001359,1.193244,8.947626,15.791419,30.834730,0.167311,0.896858,0.001499,4.663145,5.656601
42,0,0.019445,1.074175,0.049967,0.000926,1.121785,9.357761,15.787062,31.216084,0.164473,0.835720,0.001681,4.746089,5.605437
43,0,0.023673,1.098558,0.033022,0.002488,1.129822,9.142536,15.817545,31.270462,0.159062,0.839515,0.002164,4.953530,5.852969
44,0,0.025973,1.429284,0.041804,0.001369,1.468666,5.602011,15.579862,30.703321,0.339340,1.066305,0.001483,7.655859,8.194170
45,0,0.018397,1.228240,0.045103,0.001626,1.264372,8.302859,16.391597,31.684023,0.176790,0.992189,0.002054,5.409674,6.510078
46,0,0.023515,1.116356,0.043238,0.001280,1.153755,8.515411,10.946334,30.548427,0.171124,0.836334,0.002319,9.681161,10.060370
