metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,5053.024413,5.875610,4.683047,12.676370
evaporation,860,180.270074,0.209616,0.128995,0.717777
update,860,6.709211,0.007801,0.004621,0.026451
advance_total,860,5240.003698,6.093028,4.899893,12.880674
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,5262.771858,6.119502,4.919917,12.913102
mpi_halo_exchange,860,9.387806,0.010916,0.008089,0.050394
mpi_migration,860,0.000000,0.000000,0.000000,0.000000
mpi_food_allreduce,860,1.029910,0.001198,0.000511,0.026417
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,10.417716,0.012114,0.009077,0.051534

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
