metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,5858.009805,5.547358,1.857528,33.550945
evaporation,1056,4333.457052,4.103653,0.294670,16.099268
update,1056,10.498613,0.009942,0.001939,0.777294
advance_total,1056,7641.445001,7.236217,4.025278,36.526335
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,12633.826776,11.963851,5.487730,59.480789
mpi_halo_exchange,1056,135.716359,0.128519,0.016056,16.719241
mpi_migration,1056,6361.220115,6.023883,1.463814,34.692845
mpi_food_allreduce,1056,4996.516718,4.731550,0.008168,15.993015
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,11062.475998,10.475830,2.944484,41.132859

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
