metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,1973.486509,1.868832,1.321734,5.472308
evaporation,1056,175.866446,0.166540,0.106479,0.997497
update,1056,8.633130,0.008175,0.002368,0.096204
advance_total,1056,2143.453343,2.029785,1.462687,6.018266
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,2226.556503,2.108482,1.516507,6.089467
mpi_halo_exchange,1056,22.929154,0.021713,0.012983,0.113513
mpi_migration,1056,350.439293,0.331855,0.015936,3.731411
mpi_food_allreduce,1056,23.659015,0.022404,0.001482,0.846889
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,385.749694,0.365293,0.037257,4.173537

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
