iteration,food_quantity,event_poll_ms,ants_advance_ms,evaporation_ms,update_ms,advance_total_ms,render_ms,blit_ms,iteration_total_ms,mpi_halo_exchange_ms,mpi_migration_ms,mpi_food_allreduce_ms,mpi_render_comm_ms,mpi_total_comm_ms
1,0,1.216522,4.377537,0.114440,0.002034,4.426608,54.654518,15.884642,85.617058,1.293299,3.492595,0.002370,9.780361,11.405877
2,0,0.026098,4.034711,0.041542,0.002018,4.072738,13.176928,4.317864,30.990906,0.256024,2.502598,0.002381,8.726529,11.198254
3,0,0.021811,3.238311,0.096380,0.001507,3.284427,12.690479,9.155209,30.982366,0.699014,2.381187,0.002533,5.440313,7.930051
4,0,0.022124,3.786727,0.064900,0.001131,3.825595,19.662027,0.648658,30.628314,0.227859,2.150324,0.001642,6.040038,6.405361
5,0,0.010750,4.415413,0.057232,0.001072,4.452976,22.444044,10.107937,46.518775,0.184061,3.176487,0.003066,8.860318,11.405210
6,0,0.021172,3.071307,0.036683,0.001195,3.105042,15.243384,4.023136,30.846123,0.189233,2.306593,0.002533,8.065140,8.363999
7,0,0.016247,4.098352,0.107048,0.001191,4.206447,16.764247,3.746894,31.867387,0.199054,2.674608,0.002100,6.671285,9.217997
8,0,0.016284,3.503937,0.039901,0.002427,3.537550,12.622751,5.535317,30.512389,0.212398,2.250851,0.001796,8.387535,10.058166
9,0,0.016110,3.165855,0.034817,0.001756,3.180743,18.476878,0.573262,31.053745,0.219627,1.984974,0.003297,8.498723,8.806786
10,0,0.011330,4.246876,0.059081,0.002191,4.283061,12.622821,7.740791,31.106295,0.197281,2.745432,0.002733,6.046721,8.078767
11,0,0.024089,3.519187,0.044338,0.001379,3.559996,18.991325,16.560962,47.213746,0.199579,1.909931,0.002872,7.741214,8.490588
12,0,0.022503,4.007967,0.055180,0.001285,4.052071,16.593912,14.729345,46.070156,0.199021,3.365630,0.002240,10.101833,10.575700
13,0,0.022805,2.988414,0.053240,0.001265,3.009446,16.758042,1.732812,30.473225,0.162407,2.072297,0.002892,8.628541,8.906797
14,0,0.015897,4.064038,0.036366,0.000794,4.098345,15.403200,1.744547,31.502382,0.248491,3.058699,0.002741,9.837801,11.423300
15,0,0.013054,3.973150,0.034953,0.000824,4.004748,16.623154,4.952969,31.168957,0.189112,2.756294,0.001837,5.252081,5.572928
16,0,0.022059,4.002878,0.056617,0.001353,4.042783,11.190282,5.765862,30.486507,0.198974,3.086780,0.002148,9.000941,9.458768
17,0,0.015017,3.954648,0.045101,0.001191,3.995245,11.453284,10.702772,31.501168,0.181268,2.997924,0.001772,5.071426,7.036885
18,0,0.020974,3.961843,0.037684,0.000957,3.992149,14.568170,3.613791,31.158918,0.209520,2.719368,0.002135,7.960083,8.611436
19,0,0.014191,3.684249,0.045237,0.001498,3.721303,17.072087,3.245360,30.523413,0.197781,2.575180,0.002167,6.053103,7.148485
20,0,0.018076,3.882107,0.059425,0.002397,3.918543,11.586238,10.041397,31.008687,0.292516,2.978087,0.002813,4.980340,8.071304
21,0,0.022482,4.015623,0.037885,0.001392,4.045542,11.384466,9.231679,31.618821,0.149531,2.935019,0.002111,6.583999,6.908478
22,0,0.023383,4.066740,0.059674,0.001075,4.127443,13.909027,3.158516,30.866987,0.204405,2.921839,0.002345,9.249488,11.179491
23,0,0.013668,4.050475,0.047809,0.001423,4.093248,14.799768,4.677677,31.252278,0.149813,2.796464,0.002903,7.340456,9.438110
24,0,0.030649,3.494451,0.106768,0.002331,3.528161,17.617076,1.795159,30.568080,0.192636,1.959654,0.002821,7.299011,7.899672
25,0,0.015602,4.074670,0.047913,0.001788,4.107969,12.378388,7.090858,32.060295,0.188053,2.955198,0.002760,8.009174,10.796997
26,0,0.022086,3.683445,0.049905,0.001153,3.721509,16.259735,3.651398,30.952312,0.202465,2.364126,0.002099,6.948813,7.522561
27,0,0.018373,3.920444,0.090131,0.001616,3.961683,11.409358,10.209259,31.144262,0.209781,2.977205,0.002009,4.902838,5.658679
28,0,0.020593,4.089747,0.045326,0.001386,4.127473,12.716961,5.975575,29.861923,0.186074,2.958915,0.002135,6.724461,7.289554
29,0,0.021593,4.073009,0.087920,0.001886,4.111233,19.196440,1.740417,31.317720,0.207681,3.108357,0.003000,5.818576,8.238481
30,0,0.015834,4.108780,0.064598,0.001345,4.141848,15.965361,2.175986,30.871791,0.175163,2.994792,0.002149,8.271328,8.495491
31,0,0.016173,4.078984,0.061509,0.002323,4.115094,18.083155,14.985780,46.668644,0.200817,2.593390,0.003134,9.124120,9.473192
32,0,0.023027,3.968521,0.046234,0.001363,4.008002,20.992975,13.101902,46.448987,0.184724,2.839679,0.004556,8.024352,8.328827
33,0,0.021770,3.727712,0.058461,0.002406,3.787360,17.551929,13.620021,47.376244,0.204111,2.479491,0.003069,11.944949,13.047050
34,0,0.026458,3.891060,0.035701,0.013574,3.919940,13.946775,3.835608,30.265357,0.157126,2.772779,0.002208,8.199167,9.386179
35,0,0.019607,3.647325,0.052540,0.001148,3.687398,15.010559,15.688706,46.830023,0.224511,1.920616,0.002888,11.938045,12.313316
36,0,0.027738,3.605700,0.045465,0.001141,3.642078,12.013302,7.997253,31.252706,0.189571,2.706493,0.002138,7.277239,7.732784
37,0,0.022265,3.803949,0.041750,0.002357,3.823698,17.094204,1.037308,31.029600,0.192747,2.499344,0.002111,8.669078,10.639490
38,0,0.013048,3.608831,0.038254,0.001189,3.642735,17.004437,2.828201,30.554408,0.198099,2.662085,0.002135,6.714043,7.704268
39,0,0.012093,3.590922,0.041158,0.001557,3.627465,15.918356,4.694612,31.656478,0.158219,2.513684,0.002089,7.127712,8.091354
40,0,0.018987,3.803612,0.039906,0.001328,3.840390,15.867643,1.124577,30.865403,0.157966,2.756687,0.002237,9.592967,9.851222
41,0,0.010834,3.881916,0.056856,0.001099,3.912381,20.588190,13.055010,46.755541,0.189142,2.935218,0.002811,8.837244,9.245755
42,0,0.020018,3.823135,0.040075,0.001396,3.857399,10.546248,9.040915,30.586009,0.203860,2.652922,0.006087,6.809908,7.089900
43,0,0.034930,3.233162,0.045305,0.001619,3.275660,10.903586,6.682138,30.762580,0.189797,1.861800,0.001600,9.479442,9.923237
44,0,0.017100,3.478222,0.052026,0.001502,3.527401,16.702148,3.671436,31.306703,0.161855,2.591094,0.002201,7.096540,7.480507
45,0,0.011542,3.906148,0.042719,0.001085,3.949481,9.172284,11.582907,31.462127,0.175969,3.257431,0.001866,6.357934,8.804630
46,0,0.022182,3.961227,0.053607,0.000895,3.990434,19.142734,12.968290,46.806725,0.168613,2.651347,0.002274,10.335126,10.630220
47,0,0.027403,3.770987,0.043760,0.001102,3.800874,17.134133,3.946608,30.118987,0.160248,3.066413,0.002144,4.890406,7.266489
48,0,0.010861,4.062364,0.053379,0.001229,4.108484,9.964769,12.563537,31.454614,0.178297,2.986237,0.002200,4.484660,7.092785
49,0,0.016788,3.984049,0.052033,0.001202,4.026015,10.327120,8.690044,31.347496,0.146367,3.334749,0.001919,7.864428,10.096265
50,0,0.021001,3.968330,0.044235,0.001271,4.003139,18.013966,15.008624,45.992648,0.182333,3.030893,0.002014,8.537180,8.996056
51,0,0.020282,3.325661,0.055473,0.001346,3.381996,9.828896,11.642930,31.732705,0.181082,2.378201,0.002241,6.593550,6.811207
52,0,0.022149,3.299363,0.031196,0.000850,3.327917,12.108092,6.929016,30.906353,0.162371,2.035555,0.002224,8.207712,8.428558
53,0,0.018504,3.750335,0.052720,0.001442,3.801262,10.237873,13.172254,32.137224,0.155717,2.672751,0.001882,4.653111,7.408069
54,0,0.017162,3.459525,0.041803,0.001333,3.499718,10.905717,11.079936,30.378258,0.144153,2.653257,0.002485,4.614259,7.346637
55,0,0.019558,3.693025,0.039305,0.001217,3.731343,15.724332,6.704051,30.943024,0.162176,2.669541,0.002354,4.512834,6.759653
56,0,0.015731,3.836068,0.053406,0.001850,3.879940,16.177399,0.527822,29.745812,0.169032,2.902297,0.002357,8.823976,9.913227
57,0,0.007383,3.804810,0.050393,0.001501,3.842895,11.199162,11.559347,31.795387,0.194013,2.585097,0.002276,4.680849,6.554557
58,0,0.013798,3.719750,0.033816,0.000863,3.746327,11.075390,11.598660,31.463327,0.148379,2.813573,0.002450,4.766224,6.992721
59,0,0.021651,3.770527,0.053570,0.001002,3.803117,10.826003,9.646780,30.479768,0.194194,2.820584,0.001756,5.950883,6.352112
60,0,0.020735,3.226641,0.028684,0.001120,3.251354,17.036840,1.761446,30.964239,0.197227,2.020051,0.002965,8.537723,9.017068
61,0,0.013209,3.945372,0.040416,0.001244,3.980131,17.162452,2.678749,30.560744,0.156912,2.855391,0.002024,6.430409,7.588569
62,0,0.012772,3.398653,0.044111,0.001119,3.437795,11.547885,11.029684,31.811403,0.154712,2.052956,0.002364,5.469486,7.632100
63,0,0.018224,3.735613,0.043949,0.001718,3.774530,16.915832,4.799381,31.161957,0.202241,2.639857,0.002545,5.337191,8.049388
64,0,0.020388,3.726028,0.053823,0.001371,3.764186,16.412148,1.695464,30.025017,0.176133,2.682253,0.002779,7.811599,8.026285
65,0,0.014841,3.690309,0.031718,0.000937,3.719790,10.459224,12.686811,31.986471,0.146462,2.525999,0.009538,4.881135,6.341712
66,0,0.015585,3.700061,0.036215,0.001002,3.729005,11.080856,10.886040,30.665772,0.164520,2.663396,0.002019,4.710520,7.007622
67,0,0.015115,3.754739,0.035022,0.000942,3.783007,14.118916,8.150403,30.822191,0.171535,2.829558,0.002124,4.458169,6.807274
68,0,0.018193,3.791589,0.045945,0.001102,3.825901,18.548362,1.027882,31.154592,0.278854,2.684958,0.002460,7.397076,10.253769
69,0,0.011282,3.796569,0.043069,0.001757,3.821918,12.508123,7.669457,30.427151,0.190375,2.417800,0.002594,6.128171,8.125704
70,0,0.019119,3.204631,0.070304,0.001331,3.251536,16.635958,2.636496,30.897183,0.195543,2.320289,0.002277,8.027425,8.500081
71,0,0.012195,3.121354,0.048276,0.000783,3.169979,11.913093,9.922174,31.491052,0.180897,2.257642,0.002390,6.189154,8.596535
72,0,0.029952,3.562330,0.044805,0.001708,3.602328,9.488395,10.638696,31.250991,0.204518,2.719880,0.002552,7.048367,8.150227
73,0,0.023196,3.089640,0.030440,0.000762,3.112913,11.900326,7.877964,31.089549,0.140795,2.145359,0.002543,7.965136,8.135228
