metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,12.094470,0.016892,0.005829,1.000541
ants_advance,716,3906.117713,5.455472,2.729069,9.106785
evaporation,716,46.272753,0.064627,0.029123,0.267196
update,716,1.055664,0.001474,0.000622,0.062729
advance_total,716,3945.667659,5.510709,2.762793,9.184332
render,716,21181.874843,29.583624,8.544368,107.515663
blit,716,5901.378159,8.242148,0.387600,16.907051
iteration_total,716,35456.206964,49.519842,28.966643,125.433862
mpi_halo_exchange,716,143.287907,0.200123,0.115732,1.115547
mpi_migration,716,2508.367230,3.503306,0.738393,7.512740
mpi_food_allreduce,716,1.866571,0.002607,0.001009,0.186847
mpi_render_comm,716,4142.621296,5.785784,4.073287,10.883831
mpi_total_comm,716,5958.312575,8.321666,4.504503,14.768262

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,10
first_food_iteration,706
