metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1318,31.931246,0.024227,0.007293,1.739806
ants_advance,1318,1041.403342,0.790139,0.483341,11.585112
evaporation,1318,77.671432,0.058931,0.023987,0.848996
update,1318,2.494340,0.001893,0.000517,0.160931
advance_total,1318,1102.036842,0.836143,0.512113,11.681706
render,1318,22684.639953,17.211411,4.399396,57.987942
blit,1318,13976.144767,10.604055,0.563948,25.442791
iteration_total,1318,48019.188296,36.433375,16.010968,78.317724
mpi_halo_exchange,1318,371.167413,0.281614,0.143356,8.963147
mpi_migration,1318,897.201656,0.680730,0.258442,32.590678
mpi_food_allreduce,1318,3.998536,0.003034,0.001240,0.059025
mpi_render_comm,1318,9660.352897,7.329555,3.980747,17.549989
mpi_total_comm,1318,10317.859628,7.828422,4.305585,36.020052

meta_key,meta_value
total_iterations,1318
measured_iterations,1318
final_food_quantity,3
first_food_iteration,1308
