metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1318,33.115013,0.025125,0.007633,1.769715
ants_advance,1318,1049.831317,0.796534,0.497147,3.769939
evaporation,1318,75.829911,0.057534,0.026714,0.541468
update,1318,2.100526,0.001594,0.000506,0.062552
advance_total,1318,1112.165418,0.843828,0.526290,3.821073
render,1318,21330.073055,16.183667,4.628655,78.592351
blit,1318,15225.591066,11.552042,0.504761,16.928347
iteration_total,1318,47178.046402,35.795179,16.316776,93.567086
mpi_halo_exchange,1318,306.328513,0.232419,0.133322,4.953272
mpi_migration,1318,829.494414,0.629358,0.300507,15.256290
mpi_food_allreduce,1318,3.797637,0.002881,0.001184,0.072246
mpi_render_comm,1318,9082.315083,6.890983,4.074139,25.508789
mpi_total_comm,1318,9696.449377,7.356942,4.497416,27.452059

meta_key,meta_value
total_iterations,1318
measured_iterations,1318
final_food_quantity,3
first_food_iteration,1308
