metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1318,24.801167,0.018817,0.006429,0.967599
ants_advance,1318,1759.418125,1.334915,0.922000,8.351895
evaporation,1318,94.537251,0.071728,0.038216,0.428565
update,1318,1.920756,0.001457,0.000862,0.039994
advance_total,1318,1847.135883,1.401469,0.991364,8.467061
render,1318,15311.188365,11.616987,4.629020,28.691351
blit,1318,16951.051955,12.861193,0.476387,17.625905
iteration_total,1318,41089.351100,31.175532,15.957384,51.947328
mpi_halo_exchange,1318,332.353284,0.252165,0.201450,1.152570
mpi_migration,1318,503.816494,0.382258,0.031718,9.248686
mpi_food_allreduce,1318,2.847820,0.002161,0.000902,0.046307
mpi_render_comm,1318,6580.660559,4.992914,3.812578,9.248070
mpi_total_comm,1318,7238.121700,5.491746,4.414382,18.595792

meta_key,meta_value
total_iterations,1318
measured_iterations,1318
final_food_quantity,3
first_food_iteration,1308
