metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1614,0.000000,0.000000,0.000000,0.000000
ants_advance,1614,725.630524,0.449585,0.273766,9.132285
evaporation,1614,166.517186,0.103170,0.033055,10.991079
update,1614,3.730130,0.002311,0.001238,0.042639
advance_total,1614,850.588883,0.527007,0.307374,19.527775
render,1614,0.000000,0.000000,0.000000,0.000000
blit,1614,0.000000,0.000000,0.000000,0.000000
iteration_total,1614,1038.341273,0.643334,0.360307,21.856157
mpi_halo_exchange,1614,45.353896,0.028100,0.008467,11.749517
mpi_migration,1614,467.743036,0.289804,0.077344,10.261118
mpi_food_allreduce,1614,109.597415,0.067904,0.004409,10.791389
mpi_render_comm,1614,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1614,591.769132,0.366648,0.103494,16.200618

meta_key,meta_value
total_iterations,1614
measured_iterations,1614
final_food_quantity,1
first_food_iteration,1604
