metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,849,16.660445,0.019624,0.006786,1.379374
ants_advance,849,1029.312822,1.212383,0.789609,1.677088
evaporation,849,42.334940,0.049864,0.024555,0.544369
update,849,1.298869,0.001530,0.000478,0.056996
advance_total,849,1064.524176,1.253857,0.812026,1.946887
render,849,19878.076599,23.413518,4.528526,86.542689
blit,849,8930.337256,10.518654,0.430978,17.008021
iteration_total,849,36017.034276,42.422891,16.375869,109.308187
mpi_halo_exchange,849,182.458405,0.214910,0.138009,1.534897
mpi_migration,849,743.325056,0.875530,0.432864,2.217766
mpi_food_allreduce,849,2.166774,0.002552,0.001183,0.045309
mpi_render_comm,849,5892.798253,6.940870,3.986809,13.373833
mpi_total_comm,849,6285.764727,7.403728,4.478180,13.556968

meta_key,meta_value
total_iterations,849
measured_iterations,849
final_food_quantity,1
first_food_iteration,839
