metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,1346.706480,1.565938,1.114335,12.887903
evaporation,860,115.177217,0.133927,0.030784,7.217199
update,860,2.442985,0.002841,0.001316,0.118342
advance_total,860,1431.557357,1.664602,1.145731,15.171305
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,1651.795942,1.920693,1.246173,25.110780
mpi_halo_exchange,860,35.522520,0.041305,0.011940,7.545776
mpi_migration,860,832.108655,0.967568,0.329256,12.087498
mpi_food_allreduce,860,123.383798,0.143470,0.002822,11.956684
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,952.776952,1.107880,0.384096,23.825169

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
