metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,849,18.279331,0.021530,0.006440,1.036254
ants_advance,849,1786.346510,2.104059,1.122243,4.438359
evaporation,849,61.610285,0.072568,0.032629,0.252121
update,849,1.180569,0.001391,0.000747,0.029416
advance_total,849,1843.159757,2.170977,1.173730,4.610017
render,849,14783.966331,17.413388,3.976959,52.893786
blit,849,9377.661695,11.045538,0.435525,17.086069
iteration_total,849,31187.304682,36.734163,15.847300,78.293221
mpi_halo_exchange,849,212.374746,0.250147,0.157065,1.175084
mpi_migration,849,811.511109,0.955843,0.052611,3.155564
mpi_food_allreduce,849,2.142455,0.002524,0.001174,0.187770
mpi_render_comm,849,4904.155763,5.776391,4.021942,10.932546
mpi_total_comm,849,5558.531339,6.547151,4.477578,11.896407

meta_key,meta_value
total_iterations,849
measured_iterations,849
final_food_quantity,1
first_food_iteration,839
