metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,2550.380125,2.965558,2.181803,9.697329
evaporation,860,144.129956,0.167593,0.086547,0.603136
update,860,6.574603,0.007645,0.002006,0.111341
advance_total,860,2685.286141,3.122426,2.302010,9.883125
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,2770.609649,3.221639,2.344065,9.963937
mpi_halo_exchange,860,23.579846,0.027418,0.014865,0.132745
mpi_migration,860,363.855718,0.423088,0.027552,6.520515
mpi_food_allreduce,860,19.336771,0.022485,0.001644,0.456720
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,397.088764,0.461731,0.052552,6.555594

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
