metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,860,0.000000,0.000000,0.000000,0.000000
ants_advance,860,1483.629147,1.725150,1.086899,12.223780
evaporation,860,69.586000,0.080914,0.033893,6.079726
update,860,3.160170,0.003675,0.001203,0.041398
advance_total,860,1528.429186,1.777243,1.125921,13.679943
render,860,0.000000,0.000000,0.000000,0.000000
blit,860,0.000000,0.000000,0.000000,0.000000
iteration_total,860,1733.817993,2.016067,1.239801,24.721766
mpi_halo_exchange,860,41.223473,0.047934,0.013186,7.754520
mpi_migration,860,846.351478,0.984130,0.240096,12.392314
mpi_food_allreduce,860,86.156659,0.100182,0.003459,9.996081
mpi_render_comm,860,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,860,939.048026,1.091916,0.283015,21.421184

meta_key,meta_value
total_iterations,860
measured_iterations,860
final_food_quantity,2
first_food_iteration,850
