metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,14.751819,0.020603,0.006992,1.595392
ants_advance,716,1380.051166,1.927446,1.371142,2.588482
evaporation,716,33.639704,0.046983,0.024463,0.138341
update,716,1.096884,0.001532,0.000627,0.025486
advance_total,716,1407.628080,1.965961,1.395394,2.640683
render,716,25401.651262,35.477167,6.059940,123.917803
blit,716,6115.503782,8.541206,0.213256,17.034894
iteration_total,716,38515.992810,53.793286,29.261659,140.986741
mpi_halo_exchange,716,138.831731,0.193899,0.120273,1.657672
mpi_migration,716,1004.162482,1.402462,0.858182,2.226285
mpi_food_allreduce,716,1.891737,0.002642,0.001249,0.058129
mpi_render_comm,716,5362.668899,7.489761,4.133770,12.908987
mpi_total_comm,716,5928.905831,8.280595,5.020107,13.154451

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,4
first_food_iteration,706
