metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,2022,45.858988,0.022680,0.007081,1.966109
ants_advance,2022,1274.174637,0.630156,0.384118,2.775511
evaporation,2022,128.903101,0.063750,0.029528,0.361319
update,2022,3.133506,0.001550,0.000755,0.258492
advance_total,2022,1398.254477,0.691521,0.425185,2.879729
render,2022,23140.758006,11.444490,3.695669,37.220592
blit,2022,28414.935628,14.052886,0.504749,16.908093
iteration_total,2022,63386.102837,31.348221,15.498078,63.129328
mpi_halo_exchange,2022,453.973087,0.224517,0.154351,2.121855
mpi_migration,2022,577.430009,0.285574,0.019757,2.383462
mpi_food_allreduce,2022,4.576227,0.002263,0.001026,0.038224
mpi_render_comm,2022,9897.158618,4.894737,3.017823,10.033720
mpi_total_comm,2022,10720.572329,5.301965,3.275740,11.995594

meta_key,meta_value
total_iterations,2022
measured_iterations,2022
final_food_quantity,1
first_food_iteration,2012
