metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,1056,0.000000,0.000000,0.000000,0.000000
ants_advance,1056,12996.951812,12.307720,5.556660,30.536398
evaporation,1056,9120.166951,8.636522,3.716196,26.845186
update,1056,17.334626,0.016415,0.001707,1.275198
advance_total,1056,20653.487647,19.558227,9.461610,41.452441
render,1056,0.000000,0.000000,0.000000,0.000000
blit,1056,0.000000,0.000000,0.000000,0.000000
iteration_total,1056,26937.826607,25.509305,14.638799,69.445094
mpi_halo_exchange,1056,711.093268,0.673384,0.027074,13.573879
mpi_migration,1056,13817.947359,13.085177,0.290198,34.015213
mpi_food_allreduce,1056,9245.891072,8.755579,0.039845,33.025097
mpi_render_comm,1056,0.000000,0.000000,0.000000,0.000000
mpi_total_comm,1056,20594.276915,19.502156,0.428833,50.440785

meta_key,meta_value
total_iterations,1056
measured_iterations,1056
final_food_quantity,1
first_food_iteration,1046
