metric,count,total_ms,mean_ms,min_ms,max_ms
event_poll,716,16.529157,0.023085,0.008344,1.625446
ants_advance,716,5365.004599,7.493023,5.049174,14.096142
evaporation,716,48.782585,0.068132,0.034491,0.508917
update,716,1.608214,0.002246,0.000686,0.106611
advance_total,716,5397.882306,7.538942,5.104062,14.170301
render,716,32834.955142,45.858876,16.536480,113.603538
blit,716,5898.282844,8.237825,0.611296,16.903088
iteration_total,716,51292.442661,71.637490,44.876328,140.076379
mpi_halo_exchange,716,172.561152,0.241007,0.141079,9.779776
mpi_migration,716,3701.937833,5.170304,1.840496,12.825208
mpi_food_allreduce,716,2.169840,0.003031,0.001498,0.049027
mpi_render_comm,716,6812.053760,9.514042,6.346652,19.114695
mpi_total_comm,716,8435.982812,11.782099,7.311333,24.965501

meta_key,meta_value
total_iterations,716
measured_iterations,716
final_food_quantity,20
first_food_iteration,706
